// 13/12/2024 13:58:18
// ReaderName=169.254.1.1, AntennaIDs=1,2,3,4, InventoryMode=SingleTarget, ModeIndex=5, Population=32, PowerInDbm=30, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency
2024-12-13T13:58:18.7718740+01:00;000000100000017450404665;;1;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.7718740+01:00;000000100000017450404665;;1;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.7718740+01:00;000000100000017450404665;;1;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.7718740+01:00;000000100000017450404665;;1;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.7757780+01:00;0000001000000174504052E2;;1;-76,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.7757780+01:00;0000001000000174504052E2;;1;-76,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.7757780+01:00;0000001000000174504052E2;;1;-76,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.7757780+01:00;0000001000000174504052E2;;1;-76,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.7814050+01:00;0000001000000174504001CF;;1;-79;865,7;169.254.1.1;;
2024-12-13T13:58:18.7814050+01:00;0000001000000174504001CF;;1;-79;865,7;169.254.1.1;;
2024-12-13T13:58:18.7814050+01:00;0000001000000174504001CF;;1;-79;865,7;169.254.1.1;;
2024-12-13T13:58:18.7814050+01:00;0000001000000174504001CF;;1;-79;865,7;169.254.1.1;;
2024-12-13T13:58:18.8172210+01:00;0C0000000000000000000000;;2;-66;865,7;169.254.1.1;;
2024-12-13T13:58:18.8172210+01:00;0C0000000000000000000000;;2;-66;865,7;169.254.1.1;;
2024-12-13T13:58:18.8172210+01:00;0C0000000000000000000000;;2;-66;865,7;169.254.1.1;;
2024-12-13T13:58:18.8172210+01:00;0C0000000000000000000000;;2;-66;865,7;169.254.1.1;;
2024-12-13T13:58:18.8209540+01:00;00007DC3160F270713F20859;;2;-59,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8209540+01:00;00007DC3160F270713F20859;;2;-59,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8209540+01:00;00007DC3160F270713F20859;;2;-59,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8209540+01:00;00007DC3160F270713F20859;;2;-59,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8251500+01:00;0000001000000174504028C1;;2;-75;865,7;169.254.1.1;;
2024-12-13T13:58:18.8251500+01:00;0000001000000174504028C1;;2;-75;865,7;169.254.1.1;;
2024-12-13T13:58:18.8251500+01:00;0000001000000174504028C1;;2;-75;865,7;169.254.1.1;;
2024-12-13T13:58:18.8251500+01:00;0000001000000174504028C1;;2;-75;865,7;169.254.1.1;;
2024-12-13T13:58:18.8431210+01:00;000000100000017450403368;;3;-71;865,7;169.254.1.1;;
2024-12-13T13:58:18.8431210+01:00;000000100000017450403368;;3;-71;865,7;169.254.1.1;;
2024-12-13T13:58:18.8431210+01:00;000000100000017450403368;;3;-71;865,7;169.254.1.1;;
2024-12-13T13:58:18.8431210+01:00;000000100000017450403368;;3;-71;865,7;169.254.1.1;;
2024-12-13T13:58:18.8461720+01:00;0000001000000174503995CA;;3;-73,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8461720+01:00;0000001000000174503995CA;;3;-73,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8461720+01:00;0000001000000174503995CA;;3;-73,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8461720+01:00;0000001000000174503995CA;;3;-73,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8493760+01:00;00000010000001745039750B;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8493760+01:00;00000010000001745039750B;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8493760+01:00;00000010000001745039750B;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8493760+01:00;00000010000001745039750B;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8524150+01:00;00000010000001745040232B;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8524150+01:00;00000010000001745040232B;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8524150+01:00;00000010000001745040232B;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8524150+01:00;00000010000001745040232B;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8556140+01:00;000000100000017450390006;;3;-75;865,7;169.254.1.1;;
2024-12-13T13:58:18.8556140+01:00;000000100000017450390006;;3;-75;865,7;169.254.1.1;;
2024-12-13T13:58:18.8556140+01:00;000000100000017450390006;;3;-75;865,7;169.254.1.1;;
2024-12-13T13:58:18.8556140+01:00;000000100000017450390006;;3;-75;865,7;169.254.1.1;;
2024-12-13T13:58:18.8586620+01:00;0000001000000174518765F2;;3;-78;865,7;169.254.1.1;;
2024-12-13T13:58:18.8586620+01:00;0000001000000174518765F2;;3;-78;865,7;169.254.1.1;;
2024-12-13T13:58:18.8586620+01:00;0000001000000174518765F2;;3;-78;865,7;169.254.1.1;;
2024-12-13T13:58:18.8586620+01:00;0000001000000174518765F2;;3;-78;865,7;169.254.1.1;;
2024-12-13T13:58:18.8630550+01:00;0000001000000174503963EE;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8630550+01:00;0000001000000174503963EE;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8630550+01:00;0000001000000174503963EE;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8630550+01:00;0000001000000174503963EE;;3;-74;865,7;169.254.1.1;;
2024-12-13T13:58:18.8661880+01:00;000000100000017450397976;;3;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.8661880+01:00;000000100000017450397976;;3;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.8661880+01:00;000000100000017450397976;;3;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.8661880+01:00;000000100000017450397976;;3;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.8708030+01:00;00000010000001745040303B;;3;-68,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8708030+01:00;00000010000001745040303B;;3;-68,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8708030+01:00;00000010000001745040303B;;3;-68,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8708030+01:00;00000010000001745040303B;;3;-68,5;865,7;169.254.1.1;;
2024-12-13T13:58:18.8738940+01:00;000000100000017450386178;;3;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.8738940+01:00;000000100000017450386178;;3;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.8738940+01:00;000000100000017450386178;;3;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.8738940+01:00;000000100000017450386178;;3;-76;865,7;169.254.1.1;;
2024-12-13T13:58:18.8768960+01:00;000000100000017450397847;;3;-64,5;865,7;169.254.1.1;;
